RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5555,15823532,Jones,546,France,Male,32,5,196249.2240585264,1,1,1,57309.23632828747,1
5556,15681921,Garcia,670,Germany,Female,56,10,0.0,1,1,0,146521.5860137721,1
5557,15787122,Miller,395,France,Male,39,7,0.0,1,1,1,57041.58079474375,1
5558,15829841,Davis,367,France,Male,47,5,184131.68433061277,1,0,1,150337.6553540044,1
5559,15816772,Rodriguez,746,France,Male,51,5,0.0,1,1,1,121600.05204841147,0
5560,15568790,Martinez,502,Spain,Female,65,1,83702.6197089574,3,1,1,82796.18743223195,1
5561,15848504,Smith,837,Spain,Female,28,6,13974.86756321903,3,1,1,127020.383783852,1
5562,15661666,Johnson,613,France,Male,31,2,92430.97233460093,2,1,0,169065.21687280718,1
5563,15646969,Williams,423,France,Male,40,6,179514.9345460111,1,0,0,44392.677603709664,1
5564,15767499,Brown,765,France,Male,35,4,0.0,1,1,0,123004.30205491994,0
5565,15802804,Jones,494,Germany,Female,30,3,12624.836086333275,2,0,0,198666.11283263887,1
5566,15810455,Garcia,451,Germany,Male,23,9,82729.74137833947,1,1,0,159484.0476979105,1
5567,15731338,Miller,684,Spain,Male,40,0,173023.50875716907,1,0,1,59874.81693967351,0
5568,15654943,Davis,684,Spain,Female,46,7,24924.485754098252,1,0,0,156912.31746456932,1
5569,15719657,Rodriguez,470,Spain,Male,42,1,0.0,1,1,0,98978.48133042442,1
5570,15845044,Martinez,525,France,Female,22,9,1562.582371106791,1,1,1,156165.02652758037,0
5571,15625739,Smith,412,France,Female,22,7,134986.02508372875,2,1,1,19555.61823012606,1
5572,15623487,Johnson,645,Spain,Female,39,6,10447.64922754518,1,1,0,171067.39343070355,1
5573,15801743,Williams,848,Spain,Male,36,2,0.0,1,1,1,198886.3285044114,0
5574,15774788,Brown,433,France,Male,35,10,43288.97847407687,1,1,0,88360.28002743344,1
5575,15730951,Jones,364,Germany,Male,36,6,205911.62723382708,1,1,1,102509.78232319908,1
5576,15828379,Garcia,704,Germany,Female,34,0,197387.91164787015,1,0,0,37426.3857056264,1
5577,15755527,Miller,483,France,Female,40,4,126943.1872469294,1,1,1,136715.6219316324,1
5578,15611934,Davis,827,Spain,Male,50,1,57994.750340180144,1,0,1,15516.506318136397,1
5579,15763481,Rodriguez,470,Germany,Male,29,1,7209.483588787174,1,1,0,113329.76606429,1
5580,15790223,Martinez,668,France,Male,43,2,0.0,3,1,0,83695.89378068443,0
5581,15672012,Smith,741,Spain,Female,39,6,0.0,2,1,0,40002.52871481268,0
5582,15600110,Johnson,828,France,Male,21,1,218396.51517393513,1,1,1,164995.4719098404,0
5583,15811932,Williams,477,France,Male,32,3,82754.93125770864,4,1,0,150225.7001352159,1
5584,15851899,Brown,717,Germany,Male,39,3,50761.40035373278,1,1,1,59947.025092841905,1
5585,15595410,Jones,716,France,Male,60,0,0.0,1,1,0,77259.62685565172,0
5586,15675022,Garcia,637,France,Male,31,6,6716.650479595798,1,0,1,50525.025445958934,1
5587,15566064,Miller,650,France,Male,32,3,156777.12397739443,3,1,0,41967.91758370716,0
5588,15838203,Davis,727,France,Male,43,0,59912.84724640564,2,1,1,44283.68004676866,1
5589,15611390,Rodriguez,529,France,Male,37,2,0.0,2,1,1,26769.043498252515,1
5590,15829781,Martinez,812,Spain,Female,26,7,198978.23576836044,1,0,0,67795.75560550434,0
5591,15656775,Smith,431,France,Male,21,3,106955.73719215782,1,1,1,138751.89829181382,1
5592,15740738,Johnson,362,Spain,Male,20,0,0.0,1,0,1,52628.71187588045,1
5593,15774307,Williams,373,Spain,Female,47,6,2197.697602452947,1,1,0,140585.51166188892,1
5594,15566583,Brown,517,France,Male,28,7,197515.45985372888,1,1,1,153069.35175776854,1
5595,15820523,Jones,619,Spain,Male,62,4,0.0,3,1,0,67646.55656297551,0
5596,15691566,Garcia,825,Spain,Female,33,8,63086.30184881695,1,1,1,11546.559007515341,0
5597,15689446,Miller,808,France,Male,46,6,184959.4148878232,1,1,0,143564.561981077,0
5598,15594586,Davis,419,France,Female,27,3,80330.6110537818,1,0,1,27785.470266953696,1
5599,15736829,Rodriguez,667,Spain,Male,40,8,220979.9302182025,1,0,0,54798.18833117633,1
5600,15757014,Martinez,725,Germany,Male,53,5,64972.94774378068,1,1,0,118322.0348960499,1
5601,15587285,Smith,438,France,Male,35,10,125365.58267648454,1,0,1,183906.48660119425,1
5602,15836366,Johnson,538,France,Male,28,7,0.0,3,1,1,151040.65238734282,1
5603,15746790,Williams,606,France,Male,35,1,0.0,1,0,0,53852.15347112575,1
5604,15594764,Brown,566,France,Male,36,4,180279.86295512278,2,1,0,162557.74045494627,1
5605,15635969,Jones,799,Spain,Female,29,2,77077.26393824199,1,0,0,81965.5613864067,1
5606,15822007,Garcia,731,France,Male,55,4,32357.826386619327,1,1,0,28839.923934204387,1
5607,15691919,Miller,381,France,Female,39,7,43010.374423510686,3,0,1,61891.348139196896,1
5608,15789827,Davis,490,France,Male,51,5,0.0,2,1,0,164363.54324778917,0
5609,15736336,Rodriguez,510,France,Male,49,0,235337.09471477233,1,1,1,74194.91464171861,1
5610,15736525,Martinez,381,France,Male,56,6,0.0,1,1,1,75996.69432135567,1
5611,15792006,Smith,661,France,Male,26,9,132767.857457221,1,1,0,195282.69825628237,1
5612,15642112,Johnson,501,France,Female,45,0,52537.08473480848,1,0,1,103256.49829582193,1
5613,15675577,Williams,696,Germany,Female,33,0,147045.8897891797,2,0,0,99365.88151576094,0
5614,15763854,Brown,609,Germany,Male,37,3,105809.95796414543,1,0,0,145982.96110927663,1
5615,15725913,Jones,565,France,Male,28,8,160727.95809234402,1,1,0,192339.7957706778,1
5616,15706100,Garcia,628,Spain,Female,62,7,117648.10191168518,1,0,1,197862.14504653,1
5617,15589032,Miller,634,France,Female,31,9,141762.606723461,3,0,1,156050.11972492447,0
5618,15588705,Davis,447,France,Male,45,2,156782.85331373758,1,1,0,174298.64853420516,1
5619,15804142,Rodriguez,754,France,Female,26,5,228119.13060342718,3,0,1,181463.827377261,1
5620,15754868,Martinez,379,France,Male,36,0,0.0,2,1,1,149001.3117979067,1
5621,15654745,Smith,439,Spain,Male,49,9,139394.5150707408,1,1,0,112892.03545270451,1
5622,15836890,Johnson,497,France,Male,42,0,181964.6259665634,1,1,1,50026.0572349776,1
5623,15847961,Williams,493,France,Female,29,5,183576.76513752792,1,1,1,145748.62210883916,0
5624,15584368,Brown,416,Germany,Female,31,4,0.0,3,1,0,100370.2870883196,1
5625,15639906,Jones,782,Spain,Male,40,5,0.0,2,0,0,183436.25571716396,0
5626,15593003,Garcia,706,France,Male,38,8,0.0,1,1,0,284.0510939269703,0
5627,15727708,Miller,407,France,Female,25,4,41318.66390455896,2,0,1,184045.45684768763,1
5628,15638235,Davis,837,France,Female,35,1,201016.07578547465,1,1,1,189991.91966744373,0
5629,15791115,Rodriguez,777,France,Female,37,0,0.0,1,1,1,43901.50318571742,1
5630,15728397,Martinez,630,France,Male,44,10,27141.598413624874,1,1,0,175808.18200883138,0
5631,15579141,Smith,628,France,Male,49,1,205152.38684793844,4,0,0,118035.01034272314,1
5632,15835713,Johnson,585,Spain,Female,45,7,43517.64557732293,2,0,1,58683.530662871206,0
5633,15727024,Williams,792,Spain,Male,42,0,156911.833446293,3,1,0,135101.4398289322,1
5634,15650224,Brown,734,Spain,Male,42,5,160660.67129653323,1,0,0,159504.11851499823,0
5635,15735502,Jones,702,France,Male,43,4,150093.82150543257,1,1,1,84308.09971896363,1
5636,15581435,Garcia,748,France,Male,48,9,242626.5590567274,1,1,0,124243.85745970445,0
5637,15739202,Miller,477,France,Male,55,10,0.0,1,1,0,40309.81566712523,1
5638,15738110,Davis,686,Spain,Male,29,8,246432.36039407784,1,1,1,6530.005363984429,0
5639,15836278,Rodriguez,831,France,Male,34,3,134992.55742784898,3,1,1,187100.73471025325,1
5640,15705884,Martinez,558,Germany,Male,49,4,110652.92770851571,1,1,0,30856.643070434373,1
5641,15669687,Smith,785,Spain,Male,29,4,0.0,1,1,0,102758.756342921,0
5642,15679484,Johnson,535,Germany,Female,26,10,0.0,1,0,0,17048.318192323288,1
5643,15777356,Williams,518,Spain,Female,32,1,190151.74312895388,2,0,0,171159.78018567842,1
5644,15849596,Brown,521,Germany,Male,39,10,31009.749292778804,1,0,0,154298.63691902527,1
5645,15713226,Jones,609,Spain,Female,34,1,185657.53260084157,3,1,0,38689.996926388674,0
5646,15782617,Garcia,554,Germany,Male,42,8,0.0,3,0,0,162757.35959475755,1
5647,15726850,Miller,801,France,Female,36,2,10411.842710689734,1,1,0,68264.88176856501,0
5648,15805355,Davis,484,France,Male,35,5,54401.89172932247,1,1,1,167837.71444010947,1
5649,15754917,Rodriguez,395,Spain,Male,22,3,53805.881377018806,2,1,1,50145.00699137213,1
5650,15742870,Martinez,358,Germany,Male,44,3,47901.41608947046,1,1,1,94322.01236311693,1
5651,15852348,Smith,820,France,Female,45,4,102599.6633523143,2,0,0,52312.15676067474,0
5652,15699552,Johnson,510,France,Male,37,4,101042.47034821393,1,1,0,133986.67390412104,1
5653,15697528,Williams,638,Spain,Female,40,6,197257.8543532165,1,0,0,10891.507183369173,0
5654,15617183,Brown,689,Spain,Female,40,6,15094.054046495108,1,1,1,115813.83891289441,1
5655,15688690,Jones,737,France,Female,49,0,10554.113801623771,1,0,0,147489.83588179338,0
5656,15842094,Garcia,670,Spain,Male,41,5,0.0,1,0,1,39086.99401474735,1
5657,15809956,Miller,455,Germany,Male,25,3,74052.09946160993,3,1,1,47398.88682809982,1
5658,15676062,Davis,639,Germany,Male,58,1,172860.55075951476,4,1,0,145136.54752008026,1
5659,15852445,Rodriguez,824,France,Male,51,5,202851.55325460926,1,0,1,83144.10205637584,0
5660,15847067,Martinez,690,France,Male,39,6,96803.18398482224,2,1,1,124582.94751976077,0
5661,15606840,Smith,437,France,Male,40,1,202867.3297758452,1,1,1,85339.37286098744,0
5662,15680620,Johnson,812,France,Male,41,1,24486.9418981275,1,0,0,83765.14688647792,1
5663,15813378,Williams,832,France,Male,31,9,0.0,1,1,1,60115.86112300227,0
5664,15791457,Brown,541,Germany,Male,50,10,102849.49514343367,1,1,0,117014.77829334386,1
5665,15705419,Jones,502,France,Female,49,6,159054.07325761564,1,0,1,119870.11095891517,1
5666,15710316,Garcia,660,Germany,Female,38,8,9475.506784702242,3,1,0,150439.19347814453,1
5667,15791269,Miller,486,Germany,Female,45,2,0.0,1,0,0,100337.15425887673,1
5668,15719558,Davis,622,France,Female,49,2,187680.33508177113,1,0,0,112387.76426449734,1
5669,15589478,Rodriguez,498,Germany,Male,41,7,148059.1777394338,1,0,0,169513.58022001587,1
5670,15623640,Martinez,537,Spain,Male,28,1,28474.11992305082,1,0,1,8083.194097484085,0
5671,15589249,Smith,490,Spain,Male,45,8,44086.75391954833,1,0,0,103902.66423687937,1
5672,15691250,Johnson,480,France,Female,39,6,0.0,1,0,0,25259.173686359325,1
5673,15703500,Williams,801,Spain,Male,28,7,191441.25856287332,1,1,0,137103.34045189442,1
5674,15807233,Brown,353,France,Male,49,8,158193.97874218476,1,0,0,178869.42116159367,1
5675,15747490,Jones,840,Spain,Female,41,2,0.0,1,1,0,84936.78878736847,0
5676,15713465,Garcia,825,France,Male,36,5,165495.92310096673,2,1,0,127165.6865796888,1
5677,15597326,Miller,612,Spain,Male,59,7,0.0,2,0,1,73894.35983495213,1
5678,15852763,Davis,375,France,Female,33,0,0.0,3,1,1,151181.1976890446,0
5679,15680582,Rodriguez,808,France,Male,29,5,1394.3236719686224,4,0,1,117870.01133386762,0
5680,15843422,Martinez,373,Spain,Female,40,2,0.0,1,1,1,121421.92391738089,1
5681,15677477,Smith,840,Spain,Female,37,7,44130.48828867583,1,1,0,34687.2852144806,1
5682,15799697,Johnson,615,France,Male,33,8,65373.26642607419,2,1,1,1377.373062699694,0
5683,15823532,Williams,578,France,Male,53,4,189633.43886935757,3,1,0,125159.29135826766,0
5684,15778504,Brown,618,Germany,Male,27,1,215649.42923895942,1,0,0,22459.408388242275,1
5685,15724462,Jones,474,Spain,Male,42,6,0.0,1,1,1,26705.834355727035,0
5686,15707927,Garcia,521,France,Male,39,5,123857.94368163786,4,0,1,32743.14158501615,0
5687,15587042,Miller,583,Spain,Female,38,5,75104.70998342888,1,1,1,79995.42307177343,1
5688,15771454,Davis,644,France,Male,50,0,90191.57283242243,1,1,1,48952.208580884006,0
5689,15814842,Rodriguez,752,France,Male,59,0,44942.9923389093,2,0,1,190707.3858724172,1
5690,15765189,Martinez,784,Spain,Male,39,5,9818.424943644599,1,1,0,135372.95493955756,0
5691,15821840,Smith,624,Germany,Male,47,5,35580.11031336816,2,1,0,38849.520874758986,0
5692,15644541,Johnson,425,Spain,Male,39,3,159255.87807056028,1,1,1,160778.4733307193,1
5693,15731468,Williams,657,France,Female,39,7,105928.99598694044,1,0,1,56066.167105126886,0
5694,15726998,Brown,563,Germany,Male,43,8,215106.573076528,1,1,1,159964.69312932566,1
5695,15614857,Jones,780,France,Male,40,5,95373.01797375162,4,0,0,93812.49548137639,0
5696,15773982,Garcia,834,Germany,Male,29,9,0.0,1,1,0,95999.61974266265,0
5697,15653154,Miller,725,France,Male,52,7,200029.13656071527,3,1,1,76494.10238684554,1
5698,15724602,Davis,507,France,Female,43,7,78786.89637446046,3,0,0,49381.11448844707,1
5699,15591639,Rodriguez,651,Spain,Female,38,1,108479.6037968763,2,1,1,137408.4271485644,1
5700,15624865,Martinez,553,France,Female,32,3,96666.77985742714,1,1,1,100680.26274888856,0
5701,15764972,Smith,826,Germany,Male,41,0,165917.51515593735,1,0,1,1784.663271594842,1
5702,15625983,Johnson,498,Spain,Male,36,0,211071.6052157522,2,1,1,64321.69316331418,1
5703,15831171,Williams,424,France,Female,40,5,0.0,1,1,1,153252.6691846928,1
5704,15724367,Brown,729,Spain,Male,37,6,174437.86074296635,1,0,0,59097.26674135046,0
5705,15681520,Jones,578,France,Female,30,4,138974.3017086933,2,0,1,137044.22293411568,0
5706,15832608,Garcia,653,France,Female,55,7,143988.72810897382,1,1,1,40597.5037196318,1
5707,15707601,Miller,411,Germany,Female,29,8,0.0,2,0,1,151341.5622159699,0
5708,15839066,Davis,407,Germany,Male,31,3,104465.08712617078,1,1,1,85549.45830670506,1
5709,15579270,Rodriguez,623,France,Male,45,0,0.0,1,0,1,1603.5658813710884,0
5710,15793667,Martinez,457,Spain,Female,42,5,112924.24043639476,2,0,1,129931.17743411126,1
5711,15603561,Smith,536,France,Male,45,0,7617.376269131199,2,1,1,115258.97884414227,1
5712,15768331,Johnson,824,Germany,Female,44,1,13476.964785508055,1,1,1,114008.41161226261,1
5713,15710288,Williams,578,Germany,Female,31,10,0.0,2,1,1,190378.8507646104,0
5714,15637396,Brown,397,France,Female,45,3,184698.1363437819,1,1,0,74784.7455701438,1
5715,15818779,Jones,668,Germany,Female,32,3,142053.52732703002,2,1,1,180105.49744987747,1
5716,15808300,Garcia,617,France,Male,49,5,43322.837075111616,1,1,1,465.62743567439026,1
5717,15721677,Miller,564,France,Male,29,7,161732.79489974063,2,1,1,192539.8397699813,0
5718,15756708,Davis,639,Germany,Female,31,2,138958.93098983023,1,1,1,110367.64237992746,0
5719,15571337,Rodriguez,603,Spain,Female,31,5,14470.25489618109,2,1,1,101928.91713748954,1
5720,15827279,Martinez,794,France,Female,42,2,85036.81664793497,1,0,1,178271.06773213443,1
5721,15849517,Smith,707,Spain,Female,38,1,0.0,1,0,1,127237.04936342327,1
5722,15833657,Johnson,436,France,Male,40,3,128908.57408016703,4,1,0,104313.9387250423,1
5723,15793394,Williams,530,France,Female,37,3,88887.47829981189,1,1,1,76871.00493667254,0
5724,15566355,Brown,374,Germany,Male,38,1,0.0,1,1,0,131840.26627277886,1
5725,15620334,Jones,795,Spain,Female,34,10,88578.55090350841,1,0,0,10636.070440246558,0
5726,15582844,Garcia,737,Germany,Female,23,2,77733.46824275001,1,1,1,49572.247627337274,0
5727,15621635,Miller,571,France,Male,25,8,177305.4122638656,2,1,0,20177.837474375287,1
5728,15669164,Davis,827,Spain,Female,30,9,240532.58155361385,1,1,1,101119.92913319834,0
5729,15691552,Rodriguez,746,Germany,Female,35,8,60565.2712880943,1,0,0,19294.274931480024,0
5730,15594788,Martinez,775,France,Female,53,9,49853.54318070037,2,1,1,162271.84747848753,0
5731,15708391,Smith,398,France,Female,28,6,168465.55139904548,1,1,1,58270.908766840636,1
5732,15836291,Johnson,683,Spain,Female,28,1,79223.825008581,1,0,1,124493.29285348045,1
5733,15723973,Williams,789,France,Female,20,4,0.0,1,1,0,66763.8719864863,0
5734,15791880,Brown,524,France,Male,44,7,0.0,1,0,0,139887.06031128584,1
5735,15758238,Jones,741,Germany,Male,36,0,0.0,1,1,0,70744.2151767802,0
5736,15783209,Garcia,660,Germany,Male,26,0,49798.80843195839,1,0,1,75870.02363622456,1
5737,15684123,Miller,821,Spain,Male,38,10,0.0,2,1,0,96019.51096448067,0
5738,15785332,Davis,623,Germany,Male,33,10,184884.5248855913,1,1,1,64722.05618220809,1
5739,15604849,Rodriguez,384,Germany,Female,51,5,33615.8274884856,3,0,1,34112.02938972435,1
5740,15717471,Martinez,566,Spain,Female,32,6,0.0,1,1,1,87395.23312383112,1
5741,15753236,Smith,558,France,Female,55,6,75519.08135295585,1,0,1,132716.54687538615,1
5742,15643713,Johnson,509,France,Male,40,2,70323.54244757327,1,0,0,65236.905783035065,0
5743,15621817,Williams,757,France,Female,35,9,91583.10271601372,1,0,1,161928.2339963502,1
5744,15709934,Brown,356,France,Female,36,3,0.0,3,1,1,164151.64288004395,1
5745,15597853,Jones,618,France,Female,41,8,0.0,2,0,1,41734.834966099945,0
5746,15672080,Garcia,475,France,Female,36,10,38954.476860113384,1,1,1,53992.8952080428,0
5747,15792606,Miller,824,France,Female,29,9,213335.70000328927,2,1,0,473.33425391713473,1
5748,15586537,Davis,717,France,Female,45,3,202339.38374083585,1,1,1,70549.40216584646,1
5749,15787140,Rodriguez,674,Spain,Female,48,4,165599.5668653805,2,0,0,182560.4963229763,1
5750,15752421,Martinez,705,France,Female,49,5,0.0,3,1,1,156469.38859586863,1
5751,15723104,Smith,439,Germany,Female,37,6,0.0,2,1,1,192092.92468849063,0
5752,15707536,Johnson,391,France,Female,49,4,140376.04194747683,2,1,1,42854.37353800272,1
5753,15658810,Williams,714,Germany,Female,42,6,208860.9670304778,2,1,0,114464.7596700426,1
5754,15715960,Brown,508,Germany,Male,36,1,2283.898231606296,1,0,0,72950.0834732369,0
5755,15708730,Jones,551,Spain,Female,33,6,84162.00868533677,2,1,1,123179.52756914057,1
5756,15647719,Garcia,715,Spain,Female,48,4,180238.53565852734,1,1,1,148819.62198787864,0
5757,15688777,Miller,631,Germany,Female,22,9,119048.95764107606,3,1,1,18997.577433334838,0
5758,15723878,Davis,819,France,Female,52,4,203848.61637172036,1,1,0,17572.461155430123,1
5759,15745126,Rodriguez,681,Germany,Female,40,10,202729.8732518407,1,1,1,21769.533125073503,1
5760,15781358,Martinez,637,Germany,Male,33,5,0.0,1,0,0,56168.708908223874,1
5761,15568338,Smith,440,Spain,Male,31,8,0.0,1,1,1,148951.06434891562,0
5762,15803690,Johnson,830,France,Female,34,3,0.0,1,0,0,127721.13575156029,0
5763,15797960,Williams,474,Spain,Male,46,4,18416.38717154756,3,1,1,60068.86655392546,1
5764,15648165,Brown,850,Spain,Female,42,4,90990.97684590754,1,0,0,171211.5579746252,0
5765,15577532,Jones,475,Spain,Female,34,2,120890.59653149273,2,1,1,145727.35672570125,0
5766,15679469,Garcia,401,Spain,Male,33,2,167812.386256359,1,1,1,194567.38264608686,1
5767,15812684,Miller,753,France,Female,42,0,123564.90277602366,1,0,1,137130.15894109043,0
5768,15670525,Davis,452,France,Female,66,3,104313.46640896972,1,0,0,143442.51407402437,1
5769,15654442,Rodriguez,710,France,Male,66,8,0.0,1,1,1,164676.7264183274,0
5770,15584531,Martinez,773,France,Male,49,1,202995.2388689809,1,0,1,185092.79055187484,0
5771,15634903,Smith,536,France,Male,31,9,15775.03062916441,1,1,0,55477.25189347355,0
5772,15783095,Johnson,554,France,Male,46,3,0.0,1,0,0,129190.18997486259,0
5773,15767824,Williams,363,France,Male,31,8,81272.93179192232,2,1,0,82467.10184806849,0
5774,15723400,Brown,777,France,Female,36,8,103456.3888825947,2,1,1,45900.63257427608,0
5775,15843043,Jones,453,France,Female,52,7,167660.71314488054,2,1,0,38432.499882030905,0
5776,15672172,Garcia,466,Germany,Male,36,1,107538.9142954592,3,1,0,19616.166719111203,1
5777,15802525,Miller,819,Germany,Male,36,10,0.0,1,1,0,169686.7466182381,0
5778,15585104,Davis,815,Spain,Female,33,2,0.0,2,1,0,2295.8095214479977,0
5779,15569382,Rodriguez,653,France,Male,30,5,0.0,2,1,1,198941.9788863188,0
5780,15680961,Martinez,442,Spain,Female,36,1,110022.23356790148,3,1,1,192936.86143683735,1
5781,15739065,Smith,776,Spain,Female,46,2,91831.27554518952,2,1,0,106158.52028545225,1
5782,15671087,Johnson,493,Germany,Female,45,0,225925.32759953808,1,0,1,148559.0271322069,0
5783,15799079,Williams,459,Spain,Male,41,3,17676.856404861053,2,1,1,91667.95408754349,1
5784,15658947,Brown,512,Spain,Male,50,10,244371.29612992672,1,1,0,43917.647236703,1
5785,15661565,Jones,402,Germany,Female,21,5,0.0,1,1,0,147815.06988151598,1
5786,15774587,Garcia,767,France,Male,39,0,228647.3712305101,1,1,1,89684.50819494117,1
5787,15836262,Miller,352,France,Male,31,0,0.0,2,1,0,173228.90408373222,1
5788,15731538,Davis,417,Spain,Male,58,7,129869.66790415521,1,0,1,172094.75424373246,0
5789,15810861,Rodriguez,595,France,Male,36,6,0.0,1,0,1,191660.45700630167,1
5790,15753347,Martinez,738,France,Female,46,6,0.0,1,1,1,139692.95741661647,0
5791,15824979,Smith,487,Spain,Male,48,6,147533.21098428665,1,1,1,98483.12115906735,1
5792,15855520,Johnson,657,France,Female,35,4,0.0,3,1,0,112186.96314956076,0
5793,15822382,Williams,762,Spain,Female,48,3,226191.23547883343,1,1,1,71770.13111846313,1
5794,15737336,Brown,701,Germany,Male,49,6,0.0,1,1,0,131887.29864109826,1
5795,15577033,Jones,636,France,Male,46,10,38999.14707856808,1,1,1,18454.363025794453,1
5796,15820518,Garcia,415,France,Male,33,2,195153.074192191,1,1,1,198329.1306727546,1
5797,15847022,Miller,809,France,Male,24,8,0.0,1,0,0,12642.025309483017,0
5798,15786027,Davis,696,France,Male,60,1,174437.36348022922,1,0,0,120529.40282895927,1
5799,15765220,Rodriguez,674,France,Female,36,0,73981.29041703056,1,0,1,58136.21272284294,0
5800,15827550,Martinez,770,France,Male,49,7,0.0,1,1,0,164436.53128283098,1
5801,15646431,Smith,504,France,Female,34,5,119485.48659334682,2,1,1,125985.67801519763,1
5802,15803175,Johnson,436,France,Female,59,3,99285.13944305824,2,0,1,121479.98776599384,1
5803,15856178,Williams,382,Spain,Female,34,9,40398.47958185053,2,1,1,149713.6379083018,1
5804,15849518,Brown,417,Germany,Female,40,8,0.0,1,0,0,23625.85083924586,0
5805,15606571,Jones,536,Germany,Female,62,4,69442.82529151607,1,1,1,62351.73626235682,1
5806,15818718,Garcia,541,Spain,Female,23,10,0.0,1,1,1,101182.51595863033,0
5807,15693237,Miller,562,France,Female,51,0,212735.18927639912,1,1,1,64000.61722418952,1
5808,15850666,Davis,437,Spain,Male,38,0,41771.86588274251,1,1,1,22040.193711508196,0
5809,15591195,Rodriguez,777,France,Male,46,6,96078.66962491849,2,1,0,61919.730153871016,1
5810,15665178,Martinez,700,France,Male,35,0,225803.48181718754,3,1,0,91685.63331921073,1
5811,15770933,Smith,457,Germany,Female,55,5,101325.67308631416,1,1,0,29566.858944587828,1
5812,15846491,Johnson,589,France,Male,30,6,228188.20204023368,2,1,0,132369.59427462827,1
5813,15689478,Williams,565,France,Female,39,10,219425.3527262665,1,1,0,14536.481033167556,1
5814,15643061,Brown,526,Germany,Male,48,9,49400.805070051814,1,1,1,178322.1880569762,0
5815,15699202,Jones,402,Germany,Female,30,4,0.0,3,1,1,72582.14332436386,1
5816,15626355,Garcia,679,France,Male,40,2,33836.20402599116,2,1,0,71789.77842086698,0
5817,15685676,Miller,398,France,Female,28,2,0.0,2,0,0,41974.30772016033,1
5818,15764916,Davis,718,Spain,Male,34,1,0.0,2,1,0,96390.09322452311,0
5819,15668027,Rodriguez,463,Spain,Male,65,10,155475.7045633788,1,0,1,166436.34498068359,1
5820,15643228,Martinez,799,France,Male,52,0,22104.44615377083,2,1,1,117353.34279353995,0
5821,15732692,Smith,444,Spain,Female,45,10,221949.1209788918,2,1,1,162033.94651979124,0
5822,15662653,Johnson,796,Germany,Female,42,7,0.0,1,1,1,193757.48856292933,0
5823,15712596,Williams,374,France,Male,23,8,92395.88728604892,1,0,1,125058.90430523283,1
5824,15611716,Brown,481,Germany,Female,37,1,77214.4795502165,1,0,1,33739.55483339686,1
5825,15668578,Jones,528,Germany,Male,48,3,0.0,1,0,1,60558.00465660047,0
5826,15843184,Garcia,744,France,Female,34,2,201202.36177443078,1,1,1,132282.60103686433,0
5827,15700264,Miller,494,Germany,Male,42,3,181320.89433728476,1,1,1,156404.78347718198,1
5828,15663194,Davis,713,France,Male,28,3,39821.50505439899,1,1,1,130916.04898789908,0
5829,15712501,Rodriguez,799,Spain,Male,28,7,18743.33529775221,1,1,0,115794.97813101098,1
5830,15757181,Martinez,547,Germany,Female,61,10,2.108052826077511,1,1,1,185391.76176786123,1
5831,15687349,Smith,806,France,Female,60,2,110676.53673782005,1,0,1,99313.90922877053,0
5832,15853008,Johnson,674,Spain,Male,38,2,59912.84724640564,1,1,0,133334.611572309,0
5833,15714491,Williams,433,Germany,Male,31,5,0.0,1,0,0,62474.98130547231,1
5834,15653209,Brown,506,France,Female,29,10,102991.62718544583,1,1,1,77775.22764792074,0
5835,15780540,Jones,434,France,Female,43,2,37427.89601832672,4,1,0,46894.32985409538,1
5836,15839971,Garcia,806,France,Male,58,4,0.0,1,1,1,160052.44860331007,0
5837,15630627,Miller,825,Spain,Male,32,3,137223.04810140614,1,1,1,39836.77267316853,0
5838,15606334,Davis,602,Germany,Male,40,10,92708.84545954522,2,1,1,46479.69270847637,1
5839,15774427,Rodriguez,724,Germany,Male,40,3,0.0,1,1,1,21445.323088495617,1
5840,15569018,Martinez,421,France,Male,55,1,183651.94158425392,4,0,0,146921.18133848012,1
5841,15758419,Smith,572,Spain,Female,41,8,232470.53909610678,1,0,1,15194.854728453001,1
5842,15752736,Johnson,625,France,Female,25,4,9021.48729371874,3,1,1,11934.87553650474,0
5843,15746089,Williams,632,France,Female,46,4,67263.22202311739,1,0,0,125056.26796646573,1
5844,15843349,Brown,613,France,Male,40,6,105579.43509089215,1,1,0,75107.71868871068,0
5845,15765366,Jones,595,France,Male,30,2,248981.3547737386,1,1,1,185415.89932426467,1
5846,15778070,Garcia,690,Spain,Female,49,5,189496.71347451868,4,1,1,175427.53632520503,1
5847,15621202,Miller,410,Germany,Female,35,0,217503.99548231545,2,1,0,99357.84804736705,1
5848,15750082,Davis,761,Spain,Female,42,4,243440.3308384892,3,1,1,16420.953933054952,1
5849,15592744,Rodriguez,820,Spain,Male,40,4,113011.35998186571,1,1,1,110075.11300114512,1
5850,15599336,Martinez,803,France,Male,36,8,0.0,3,0,0,198869.12267491117,0
5851,15776088,Smith,608,Germany,Male,30,4,183538.40102050107,1,1,0,132078.07892859768,0
5852,15646392,Johnson,802,Germany,Female,44,7,128885.14015479383,1,1,1,158830.27350543134,1
5853,15843211,Williams,806,Germany,Male,26,2,190822.37439091204,1,1,0,80718.31737554446,0
